job_id,appointment_id,scheduled_for,trade,dispatched,completed,status,leak_reason,quoted_value,invoiced_value
JOB-5259,APPT-5259,2026-05-07T21:09,Plumbing,yes,yes,invoiced,,155.77,155.77
JOB-5260,APPT-5260,2026-06-20T17:40,Electrical,no,no,cancelled,capacity conflict - slot unavailable,485.85,0.0
JOB-5261,APPT-5261,2026-05-03T16:42,Plumbing,yes,yes,invoiced,,195.46,195.46
JOB-5262,APPT-5262,2026-06-14T20:38,Roofing,no,no,cancelled,duplicate of existing job,846.75,0.0
JOB-5263,APPT-5263,2026-07-02T22:18,HVAC,yes,yes,invoiced,,284.6,241.62
JOB-5264,APPT-5264,2026-06-15T05:25,Electrical,yes,yes,invoiced,,291.7,291.7
JOB-5265,APPT-5265,2026-06-11T07:25,Roofing,yes,yes,invoiced,,2062.08,2062.08
JOB-5266,APPT-5266,2026-05-25T22:22,Garage Door,yes,yes,invoiced,,1025.51,1058.3
JOB-5267,APPT-5267,2026-06-26T17:58,Garage Door,yes,yes,invoiced,,514.34,545.52
JOB-5268,APPT-5268,2026-05-31T07:53,HVAC,no,no,cancelled,capacity conflict - slot unavailable,180.25,0.0
JOB-5269,APPT-5269,2026-06-11T18:01,Electrical,yes,yes,invoiced,,154.04,154.04
JOB-5270,APPT-5270,2026-06-02T21:53,Roofing,yes,yes,invoiced,,406.46,406.46
JOB-5271,APPT-5271,2026-05-22T22:59,Roofing,no,no,cancelled,capacity conflict - slot unavailable,547.84,0.0
JOB-5272,APPT-5272,2026-06-30T04:23,Roofing,yes,yes,completed_unbilled,invoice not raised,6527.82,0.0
JOB-5273,APPT-5273,2026-06-10T03:24,Garage Door,yes,yes,invoiced,,454.56,454.56
JOB-5274,APPT-5274,2026-06-24T00:46,Electrical,yes,yes,invoiced,,614.52,785.67
JOB-5275,APPT-5275,2026-06-23T02:16,Roofing,yes,yes,invoiced,,517.87,517.87
JOB-5276,APPT-5276,2026-05-28T22:04,Electrical,yes,yes,invoiced,,707.25,707.25
JOB-5277,APPT-5277,2026-05-04T05:05,HVAC,yes,yes,invoiced,,344.06,248.54
JOB-5278,APPT-5278,2026-05-28T16:50,Roofing,yes,no,cancelled,customer cancelled pre-arrival,403.68,0.0
JOB-5279,APPT-5279,2026-06-18T14:32,HVAC,no,no,cancelled,duplicate of existing job,3087.13,0.0
JOB-5280,APPT-5280,2026-05-19T12:46,Roofing,yes,yes,invoiced,,572.61,572.61
JOB-5281,APPT-5281,2026-06-25T20:22,HVAC,yes,yes,invoiced,,506.54,506.54
JOB-5282,APPT-5282,2026-05-21T20:44,Roofing,yes,yes,invoiced,,787.25,787.25
JOB-5283,APPT-5283,2026-05-27T08:41,Garage Door,no,no,cancelled,capacity conflict - slot unavailable,193.78,0.0
JOB-5284,APPT-5284,2026-05-24T03:57,Electrical,yes,yes,invoiced,,140.01,140.01
JOB-5285,APPT-5285,2026-06-29T19:02,Electrical,yes,yes,invoiced,,361.69,361.69
JOB-5286,APPT-5286,2026-05-14T23:46,Roofing,yes,yes,invoiced,,428.18,428.18
JOB-5287,APPT-5287,2026-06-15T03:53,Garage Door,yes,yes,invoiced,,260.53,260.53
JOB-5288,APPT-5288,2026-06-12T01:14,Garage Door,yes,yes,invoiced,,267.2,267.2
JOB-5289,APPT-5289,2026-06-14T10:40,Garage Door,yes,yes,invoiced,,177.64,177.64
JOB-5290,APPT-5290,2026-06-01T05:40,Roofing,yes,yes,invoiced,,409.21,438.72
JOB-5291,APPT-5291,2026-06-07T05:56,Plumbing,yes,yes,invoiced,,560.57,691.21
JOB-5292,APPT-5292,2026-05-27T14:27,HVAC,yes,yes,invoiced,,381.66,381.66
JOB-5293,APPT-5293,2026-06-23T03:35,Roofing,yes,yes,invoiced,,625.14,625.14
JOB-5294,APPT-5294,2026-06-23T17:11,Electrical,yes,yes,invoiced,,146.26,109.44
JOB-5295,APPT-5295,2026-05-29T23:47,HVAC,no,no,cancelled,duplicate of existing job,758.83,0.0
JOB-5296,APPT-5296,2026-06-11T04:11,HVAC,yes,yes,invoiced,,658.27,658.27
JOB-5297,APPT-5297,2026-05-08T13:19,Garage Door,yes,yes,invoiced,,122.3,122.3
JOB-5298,APPT-5298,2026-05-27T03:19,HVAC,yes,yes,completed_unbilled,invoice not raised,180.43,0.0
JOB-5299,APPT-5299,2026-05-30T05:29,Electrical,yes,yes,invoiced,,143.88,143.88
JOB-5300,APPT-5300,2026-05-25T01:01,Plumbing,yes,yes,invoiced,,1440.24,1331.43
JOB-5301,APPT-5301,2026-06-01T23:49,HVAC,yes,yes,invoiced,,844.47,844.47
JOB-5302,APPT-5302,2026-06-22T22:11,Electrical,yes,yes,invoiced,,819.58,819.58
JOB-5303,APPT-5303,2026-05-25T08:00,HVAC,yes,yes,invoiced,,181.77,181.77
JOB-5304,APPT-5304,2026-06-27T02:04,Electrical,yes,yes,invoiced,,221.79,221.79
JOB-5305,APPT-5305,2026-06-25T01:55,Electrical,yes,yes,invoiced,,140.49,140.49
JOB-5306,APPT-5306,2026-06-30T13:51,Electrical,yes,yes,invoiced,,306.57,407.52
JOB-5307,APPT-5307,2026-05-17T05:05,HVAC,yes,yes,invoiced,,198.11,198.11
JOB-5308,APPT-5308,2026-05-07T23:10,HVAC,yes,yes,invoiced,,181.96,181.96
JOB-5309,APPT-5309,2026-07-01T07:44,Plumbing,yes,yes,invoiced,,180.68,180.68
JOB-5310,APPT-5310,2026-05-12T09:13,Electrical,yes,yes,invoiced,,662.96,662.96
JOB-5311,APPT-5311,2026-06-19T08:56,Plumbing,yes,no,cancelled,duplicate of existing job,1743.6,0.0
JOB-5312,APPT-5312,2026-06-25T02:57,Roofing,yes,yes,invoiced,,2762.91,2762.91
JOB-5313,APPT-5313,2026-06-21T15:06,Electrical,yes,no,no_show,customer no-show,299.47,0.0
JOB-5314,APPT-5314,2026-05-29T06:23,Plumbing,yes,no,no_show,customer no-show,264.71,0.0
JOB-5315,APPT-5315,2026-05-23T04:56,Roofing,yes,yes,invoiced,,5397.63,6486.72
JOB-5316,APPT-5316,2026-06-04T01:23,Plumbing,yes,yes,invoiced,,295.66,295.66
JOB-5317,APPT-5317,2026-05-16T00:52,Plumbing,yes,yes,invoiced,,163.35,163.35
JOB-5318,APPT-5318,2026-05-16T21:21,Plumbing,yes,yes,invoiced,,486.4,486.4
JOB-5319,APPT-5319,2026-05-18T08:22,HVAC,yes,yes,invoiced,,583.67,583.67
JOB-5320,APPT-5320,2026-06-27T17:14,Garage Door,yes,yes,invoiced,,168.8,224.13
JOB-5321,APPT-5321,2026-05-29T09:35,Electrical,yes,yes,invoiced,,758.59,758.59
JOB-5322,APPT-5322,2026-05-12T18:03,HVAC,yes,yes,invoiced,,702.23,702.23
JOB-5323,APPT-5323,2026-05-21T07:44,HVAC,no,no,cancelled,duplicate of existing job,2740.36,0.0
JOB-5324,APPT-5324,2026-05-24T12:16,Roofing,yes,yes,invoiced,,2337.86,2337.86
JOB-5325,APPT-5325,2026-05-19T06:50,Plumbing,yes,yes,invoiced,,484.99,484.99
JOB-5326,APPT-5326,2026-05-13T13:40,Garage Door,yes,no,cancelled,capacity conflict - slot unavailable,128.05,0.0
JOB-5327,APPT-5327,2026-05-14T21:52,Roofing,yes,no,cancelled,wrong trade assigned,575.74,0.0
JOB-5328,APPT-5328,2026-06-05T23:00,HVAC,yes,no,cancelled,capacity conflict - slot unavailable,183.14,0.0
JOB-5329,APPT-5329,2026-05-19T04:57,Electrical,yes,yes,invoiced,,378.42,378.42
JOB-5330,APPT-5330,2026-05-11T21:34,Roofing,yes,no,cancelled,outside service area,404.28,0.0
JOB-5331,APPT-5331,2026-05-27T13:00,Plumbing,yes,yes,invoiced,,1352.25,1503.09
JOB-5332,APPT-5332,2026-06-29T12:02,Plumbing,yes,no,no_show,customer no-show,1301.56,0.0
JOB-5333,APPT-5333,2026-05-18T12:35,Plumbing,yes,yes,completed_unbilled,invoice not raised,170.31,0.0
JOB-5334,APPT-5334,2026-05-04T20:38,HVAC,yes,yes,invoiced,,195.44,195.44
JOB-5335,APPT-5335,2026-06-07T11:23,Garage Door,no,no,cancelled,customer cancelled pre-arrival,213.72,0.0
JOB-5336,APPT-5336,2026-06-24T06:55,Roofing,no,no,cancelled,customer cancelled pre-arrival,653.84,0.0
JOB-5337,APPT-5337,2026-07-02T06:54,Plumbing,yes,yes,invoiced,,1523.57,1694.24
JOB-5338,APPT-5338,2026-06-02T05:18,Roofing,yes,yes,invoiced,,438.81,438.81
JOB-5339,APPT-5339,2026-07-02T02:05,Plumbing,yes,yes,invoiced,,150.01,150.01
JOB-5340,APPT-5340,2026-05-12T04:01,Roofing,yes,yes,invoiced,,1201.14,1201.14
JOB-5341,APPT-5341,2026-06-03T08:46,Garage Door,yes,no,no_show,customer no-show,127.38,0.0
JOB-5342,APPT-5342,2026-06-19T14:06,Garage Door,yes,yes,invoiced,,121.42,121.42
JOB-5343,APPT-5343,2026-06-24T19:03,Roofing,yes,yes,invoiced,,459.2,459.2
JOB-5344,APPT-5344,2026-05-14T15:01,Roofing,yes,no,cancelled,customer cancelled pre-arrival,425.7,0.0
JOB-5345,APPT-5345,2026-06-20T18:28,Electrical,no,no,cancelled,duplicate of existing job,168.7,0.0
JOB-5346,APPT-5346,2026-06-27T07:46,Roofing,yes,yes,invoiced,,400.86,383.99
JOB-5347,APPT-5347,2026-06-27T20:54,HVAC,yes,yes,invoiced,,871.35,798.1
JOB-5348,APPT-5348,2026-05-25T22:51,Electrical,yes,yes,invoiced,,1465.86,1679.69
JOB-5349,APPT-5349,2026-05-03T11:45,Electrical,no,no,cancelled,wrong trade assigned,143.21,0.0
JOB-5350,APPT-5350,2026-05-06T23:55,Roofing,yes,yes,invoiced,,424.17,424.17
JOB-5351,APPT-5351,2026-05-22T05:04,Garage Door,yes,no,cancelled,customer cancelled pre-arrival,120.0,0.0
JOB-5352,APPT-5352,2026-06-03T05:51,Roofing,yes,yes,completed_unbilled,invoice not raised,3523.3,0.0
JOB-5353,APPT-5353,2026-05-09T23:49,Roofing,yes,yes,invoiced,,859.84,859.84
JOB-5354,APPT-5354,2026-05-29T10:38,Garage Door,yes,yes,invoiced,,179.0,179.0
JOB-5355,APPT-5355,2026-06-12T13:41,HVAC,yes,no,cancelled,duplicate of existing job,182.92,0.0
JOB-5356,APPT-5356,2026-05-22T10:56,Roofing,yes,yes,invoiced,,7547.76,7547.76
JOB-5357,APPT-5357,2026-06-04T03:43,Electrical,yes,no,cancelled,duplicate of existing job,446.52,0.0
JOB-5358,APPT-5358,2026-05-20T05:53,Garage Door,yes,yes,completed_unbilled,invoice not raised,121.17,0.0
JOB-5359,APPT-5359,2026-06-05T22:41,Electrical,no,no,cancelled,capacity conflict - slot unavailable,2097.4,0.0
JOB-5360,APPT-5360,2026-06-24T01:05,Electrical,yes,yes,completed_unbilled,invoice not raised,141.2,0.0
JOB-5361,APPT-5361,2026-06-12T12:10,Roofing,yes,yes,invoiced,,400.2,400.2
JOB-5362,APPT-5362,2026-05-09T02:37,Roofing,yes,yes,invoiced,,407.92,349.13
JOB-5363,APPT-5363,2026-05-21T02:27,Garage Door,no,no,cancelled,customer cancelled pre-arrival,1341.71,0.0
JOB-5364,APPT-5364,2026-05-11T17:58,Electrical,yes,yes,invoiced,,162.01,212.27
JOB-5365,APPT-5365,2026-05-26T02:46,HVAC,yes,yes,invoiced,,254.04,254.04
JOB-5366,APPT-5366,2026-06-30T13:48,HVAC,no,no,cancelled,capacity conflict - slot unavailable,180.62,0.0
JOB-5367,APPT-5367,2026-05-19T16:02,Plumbing,yes,yes,invoiced,,590.09,603.56
JOB-5368,APPT-5368,2026-05-11T18:57,Electrical,no,no,cancelled,wrong trade assigned,1441.82,0.0
JOB-5369,APPT-5369,2026-05-17T13:02,HVAC,yes,yes,invoiced,,399.75,399.75
JOB-5370,APPT-5370,2026-06-13T03:08,HVAC,yes,yes,invoiced,,210.8,210.8
JOB-5371,APPT-5371,2026-06-04T08:31,Plumbing,yes,no,cancelled,wrong trade assigned,509.08,0.0
JOB-5372,APPT-5372,2026-05-30T15:24,Plumbing,no,no,cancelled,duplicate of existing job,193.32,0.0
JOB-5373,APPT-5373,2026-06-25T11:08,Electrical,yes,yes,invoiced,,166.74,211.25
JOB-5374,APPT-5374,2026-05-09T21:38,Electrical,yes,yes,invoiced,,252.73,252.73
JOB-5375,APPT-5375,2026-05-12T18:39,Electrical,yes,yes,invoiced,,327.59,327.59
JOB-5376,APPT-5376,2026-05-10T09:26,Garage Door,yes,yes,completed_unbilled,invoice not raised,120.02,0.0
JOB-5377,APPT-5377,2026-06-07T06:31,Plumbing,yes,no,cancelled,outside service area,150.86,0.0
JOB-5378,APPT-5378,2026-06-11T16:02,Plumbing,no,no,cancelled,outside service area,289.17,0.0
JOB-5379,APPT-5379,2026-05-10T00:11,Electrical,yes,yes,invoiced,,297.24,297.24
JOB-5380,APPT-5380,2026-05-08T02:49,Garage Door,yes,yes,invoiced,,163.09,190.1
JOB-5381,APPT-5381,2026-05-30T23:52,Electrical,yes,yes,invoiced,,750.02,554.81
JOB-5382,APPT-5382,2026-07-01T22:24,Plumbing,yes,yes,invoiced,,770.69,770.69
JOB-5383,APPT-5383,2026-06-24T23:44,Roofing,yes,yes,invoiced,,475.63,475.63
JOB-5384,APPT-5384,2026-05-09T23:48,Plumbing,yes,yes,completed_unbilled,invoice not raised,167.53,0.0
JOB-5385,APPT-5385,2026-06-21T06:05,Garage Door,yes,yes,invoiced,,135.45,110.01
JOB-5386,APPT-5386,2026-05-05T11:50,Electrical,no,no,cancelled,customer cancelled pre-arrival,228.13,0.0
JOB-5387,APPT-5387,2026-06-03T06:27,Electrical,yes,yes,invoiced,,273.65,273.65
JOB-5388,APPT-5388,2026-06-23T04:53,Electrical,yes,yes,invoiced,,280.32,280.32
JOB-5389,APPT-5389,2026-05-12T08:12,HVAC,yes,yes,invoiced,,902.45,977.17
JOB-5390,APPT-5390,2026-05-11T09:49,Garage Door,yes,yes,invoiced,,477.37,477.37
JOB-5391,APPT-5391,2026-06-01T06:21,Garage Door,yes,no,cancelled,capacity conflict - slot unavailable,869.18,0.0
JOB-5392,APPT-5392,2026-06-02T00:37,Garage Door,no,no,cancelled,capacity conflict - slot unavailable,174.19,0.0
JOB-5393,APPT-5393,2026-06-25T06:50,Plumbing,yes,yes,invoiced,,152.36,152.36
JOB-5394,APPT-5394,2026-06-07T08:36,Roofing,no,no,cancelled,capacity conflict - slot unavailable,552.07,0.0
JOB-5395,APPT-5395,2026-06-14T16:42,Roofing,yes,yes,invoiced,,847.2,847.2
JOB-5396,APPT-5396,2026-06-18T05:00,Electrical,yes,yes,invoiced,,140.12,140.12
JOB-5397,APPT-5397,2026-05-06T04:14,HVAC,yes,yes,invoiced,,523.78,523.78
JOB-5398,APPT-5398,2026-06-11T20:19,Garage Door,yes,no,cancelled,customer cancelled pre-arrival,162.3,0.0
JOB-5399,APPT-5399,2026-06-01T22:23,Roofing,no,no,cancelled,customer cancelled pre-arrival,1357.48,0.0
JOB-5400,APPT-5400,2026-06-01T16:01,Plumbing,yes,yes,invoiced,,246.55,298.11
JOB-5401,APPT-5401,2026-06-23T06:01,Garage Door,yes,yes,invoiced,,120.28,122.84
JOB-5402,APPT-5402,2026-05-23T05:11,Roofing,yes,yes,invoiced,,402.36,402.36
JOB-5403,APPT-5403,2026-06-07T14:38,HVAC,yes,yes,invoiced,,1017.56,1017.56
JOB-5404,APPT-5404,2026-06-14T19:29,HVAC,no,no,cancelled,customer cancelled pre-arrival,180.16,0.0
JOB-5405,APPT-5405,2026-05-26T18:53,HVAC,yes,yes,invoiced,,1344.51,1344.51
JOB-5406,APPT-5406,2026-06-21T06:57,HVAC,yes,yes,invoiced,,793.57,793.57
JOB-5407,APPT-5407,2026-05-24T09:11,Roofing,yes,yes,invoiced,,1447.76,1447.76
JOB-5408,APPT-5408,2026-06-17T06:26,Garage Door,yes,yes,invoiced,,960.0,960.0
JOB-5409,APPT-5409,2026-05-07T06:10,HVAC,yes,no,cancelled,wrong trade assigned,701.34,0.0
JOB-5410,APPT-5410,2026-06-28T16:19,Electrical,yes,yes,invoiced,,150.96,174.58
JOB-5411,APPT-5411,2026-06-24T12:18,Electrical,yes,yes,invoiced,,170.17,170.17
JOB-5412,APPT-5412,2026-06-14T04:01,Electrical,no,no,cancelled,customer cancelled pre-arrival,151.71,0.0
JOB-5413,APPT-5413,2026-06-29T08:10,Garage Door,yes,yes,invoiced,,460.34,490.23
JOB-5414,APPT-5414,2026-05-17T22:32,Roofing,yes,yes,invoiced,,400.66,400.66
JOB-5415,APPT-5415,2026-05-06T04:47,HVAC,no,no,cancelled,wrong trade assigned,813.83,0.0
JOB-5416,APPT-5416,2026-06-16T03:15,Plumbing,yes,yes,invoiced,,199.34,192.25
JOB-5417,APPT-5417,2026-06-01T05:15,Roofing,no,no,cancelled,wrong trade assigned,750.74,0.0
JOB-5418,APPT-5418,2026-05-28T20:31,Roofing,yes,yes,invoiced,,481.37,481.37
JOB-5419,APPT-5419,2026-05-19T01:02,HVAC,yes,yes,invoiced,,180.05,180.05
JOB-5420,APPT-5420,2026-06-21T02:00,Plumbing,yes,yes,invoiced,,150.15,150.15
JOB-5421,APPT-5421,2026-06-26T21:12,Garage Door,yes,no,no_show,customer no-show,395.69,0.0
JOB-5422,APPT-5422,2026-06-14T02:19,Roofing,yes,yes,invoiced,,7216.86,9025.13
JOB-5423,APPT-5423,2026-05-24T22:09,Garage Door,yes,no,cancelled,capacity conflict - slot unavailable,125.73,0.0
JOB-5424,APPT-5424,2026-05-31T22:36,Plumbing,yes,yes,invoiced,,384.9,384.9
JOB-5425,APPT-5425,2026-06-01T13:27,Roofing,yes,yes,invoiced,,814.36,814.36
JOB-5426,APPT-5426,2026-06-25T16:59,Roofing,yes,yes,invoiced,,402.59,402.59
JOB-5427,APPT-5427,2026-05-11T06:26,HVAC,yes,no,cancelled,wrong trade assigned,181.72,0.0
JOB-5428,APPT-5428,2026-06-14T14:24,Electrical,yes,yes,invoiced,,185.2,185.2
JOB-5429,APPT-5429,2026-05-16T08:04,Garage Door,yes,yes,invoiced,,120.01,115.27
JOB-5430,APPT-5430,2026-05-06T05:51,Garage Door,yes,no,cancelled,duplicate of existing job,338.76,0.0
JOB-5431,APPT-5431,2026-05-07T10:32,Roofing,yes,yes,invoiced,,835.9,835.9
JOB-5432,APPT-5432,2026-06-25T15:52,HVAC,yes,yes,invoiced,,181.26,194.86
JOB-5433,APPT-5433,2026-06-09T11:28,Garage Door,yes,yes,invoiced,,288.01,336.7
JOB-5434,APPT-5434,2026-05-13T03:20,Plumbing,yes,yes,invoiced,,154.57,154.57
JOB-5435,APPT-5435,2026-05-09T08:00,Garage Door,yes,yes,invoiced,,120.0,142.05
JOB-5436,APPT-5436,2026-05-19T21:38,Roofing,no,no,cancelled,capacity conflict - slot unavailable,3074.91,0.0
JOB-5437,APPT-5437,2026-06-12T20:04,Roofing,yes,yes,invoiced,,788.67,788.67
JOB-5438,APPT-5438,2026-05-23T07:09,Garage Door,no,no,cancelled,duplicate of existing job,120.45,0.0
JOB-5439,APPT-5439,2026-06-14T15:38,Plumbing,yes,yes,invoiced,,318.32,318.32
JOB-5440,APPT-5440,2026-05-13T01:48,HVAC,yes,yes,completed_unbilled,invoice not raised,551.03,0.0
JOB-5441,APPT-5441,2026-05-06T15:27,Garage Door,yes,no,cancelled,customer cancelled pre-arrival,806.87,0.0
JOB-5442,APPT-5442,2026-06-23T00:16,Roofing,yes,yes,invoiced,,2921.92,2921.92
JOB-5443,APPT-5443,2026-06-26T21:46,Garage Door,yes,yes,invoiced,,379.13,379.13
