call_id,timestamp,trade,handled_by,after_hours,duration_sec,booked,appointment_id
CALL-0377,2026-05-27T13:43,Electrical,ai,no,403,yes,APPT-5175
CALL-0378,2026-05-30T11:27,Electrical,human,yes,374,no,
CALL-0379,2026-06-03T02:16,Electrical,ai,yes,354,no,
CALL-0380,2026-05-01T16:46,Electrical,ai,no,138,no,
CALL-0381,2026-05-10T12:15,Electrical,ai,yes,277,yes,APPT-5176
CALL-0382,2026-06-23T19:54,Roofing,ai,yes,248,no,
CALL-0383,2026-06-09T11:00,Garage Door,ai,no,427,yes,APPT-5177
CALL-0384,2026-06-07T09:57,Garage Door,human,yes,447,yes,APPT-5178
CALL-0385,2026-05-28T12:36,Electrical,ai,no,340,no,
CALL-0386,2026-05-29T08:22,HVAC,ai,no,140,no,
CALL-0387,2026-06-11T08:25,Electrical,ai,no,215,no,
CALL-0388,2026-06-08T07:20,Electrical,ai,yes,154,no,
CALL-0389,2026-05-19T12:41,Garage Door,ai,no,304,no,
CALL-0390,2026-05-11T18:30,Plumbing,human,yes,281,yes,APPT-5179
CALL-0391,2026-05-08T16:56,Garage Door,human,no,315,no,
CALL-0392,2026-05-30T02:44,HVAC,ai,yes,177,no,
CALL-0393,2026-05-17T12:30,Plumbing,human,yes,349,yes,APPT-5180
CALL-0394,2026-06-02T14:00,Garage Door,ai,no,49,no,
CALL-0395,2026-06-29T13:16,Roofing,ai,no,285,no,
CALL-0396,2026-06-28T21:31,Plumbing,ai,yes,456,no,
CALL-0397,2026-06-15T09:22,Electrical,ai,no,99,no,
CALL-0398,2026-05-31T08:27,HVAC,ai,yes,109,no,
CALL-0399,2026-05-27T11:13,Plumbing,ai,no,48,no,
CALL-0400,2026-06-07T08:05,Roofing,ai,yes,479,yes,APPT-5181
CALL-0401,2026-06-29T08:46,Roofing,human,no,84,no,
CALL-0402,2026-05-29T09:23,Roofing,ai,no,247,no,
CALL-0403,2026-05-01T11:12,Garage Door,ai,no,394,no,
CALL-0404,2026-06-02T18:13,Electrical,human,yes,435,no,
CALL-0405,2026-06-22T16:21,Garage Door,ai,no,281,no,
CALL-0406,2026-06-07T17:55,Garage Door,ai,yes,349,no,
CALL-0407,2026-06-01T14:52,Plumbing,ai,no,265,no,
CALL-0408,2026-06-05T16:43,Electrical,ai,no,404,no,
CALL-0409,2026-05-07T17:18,Electrical,human,no,250,yes,APPT-5182
CALL-0410,2026-06-08T05:34,Roofing,human,yes,205,yes,APPT-5183
CALL-0411,2026-05-15T10:26,HVAC,ai,no,466,no,
CALL-0412,2026-05-07T01:36,Electrical,ai,yes,218,yes,APPT-5184
CALL-0413,2026-05-02T17:22,Plumbing,ai,yes,467,yes,APPT-5185
CALL-0414,2026-05-29T08:05,Garage Door,ai,no,336,no,
CALL-0415,2026-06-14T12:13,Electrical,human,yes,314,no,
CALL-0416,2026-05-30T09:02,Plumbing,ai,yes,176,no,
CALL-0417,2026-06-25T08:02,HVAC,ai,no,352,no,
CALL-0418,2026-06-08T13:55,Electrical,human,no,123,no,
CALL-0419,2026-06-05T14:52,Garage Door,ai,no,382,no,
CALL-0420,2026-06-25T15:51,Electrical,ai,no,326,no,
CALL-0421,2026-05-30T16:46,Electrical,ai,yes,298,yes,APPT-5186
CALL-0422,2026-06-19T14:15,Roofing,ai,no,121,yes,APPT-5187
CALL-0423,2026-05-11T19:53,Roofing,ai,yes,322,no,
CALL-0424,2026-06-17T09:19,Garage Door,ai,no,210,yes,APPT-5188
CALL-0425,2026-05-13T10:09,Electrical,ai,no,415,yes,APPT-5189
CALL-0426,2026-05-27T08:51,Garage Door,ai,no,421,no,
CALL-0427,2026-06-03T11:38,Garage Door,ai,no,79,yes,APPT-5190
CALL-0428,2026-06-18T10:22,Electrical,ai,no,211,yes,APPT-5191
CALL-0429,2026-06-10T12:14,Garage Door,ai,no,383,no,
CALL-0430,2026-05-20T17:55,HVAC,ai,no,130,yes,APPT-5192
CALL-0431,2026-06-20T10:39,Roofing,ai,yes,369,no,
CALL-0432,2026-06-01T13:57,HVAC,ai,no,346,no,
CALL-0433,2026-05-06T21:39,Roofing,ai,yes,200,no,
CALL-0434,2026-05-11T11:46,HVAC,ai,no,463,yes,APPT-5193
CALL-0435,2026-05-19T12:05,Roofing,ai,no,457,yes,APPT-5194
CALL-0436,2026-06-09T15:39,Garage Door,ai,no,92,yes,APPT-5195
CALL-0437,2026-05-20T13:03,Roofing,ai,no,320,no,
CALL-0438,2026-05-17T14:01,Garage Door,ai,yes,339,no,
CALL-0439,2026-05-24T09:53,Garage Door,ai,yes,61,no,
CALL-0440,2026-05-02T19:22,Garage Door,ai,yes,409,no,
CALL-0441,2026-06-15T05:22,Plumbing,ai,yes,337,no,
CALL-0442,2026-05-19T14:38,HVAC,ai,no,46,yes,APPT-5196
CALL-0443,2026-06-23T14:32,Electrical,ai,no,48,yes,APPT-5197
CALL-0444,2026-05-03T09:12,Garage Door,ai,yes,414,no,
CALL-0445,2026-06-25T17:26,HVAC,ai,no,464,no,
CALL-0446,2026-05-22T11:03,Plumbing,ai,no,87,yes,APPT-5198
CALL-0447,2026-05-31T15:03,HVAC,human,yes,412,yes,APPT-5199
CALL-0448,2026-05-31T14:53,Plumbing,ai,yes,202,yes,APPT-5200
CALL-0449,2026-06-01T19:05,Electrical,ai,yes,379,no,
CALL-0450,2026-06-23T08:53,HVAC,ai,no,330,no,
CALL-0451,2026-05-19T05:59,Electrical,ai,yes,391,no,
CALL-0452,2026-06-28T08:29,Roofing,human,yes,212,yes,APPT-5201
CALL-0453,2026-05-23T15:18,Roofing,ai,yes,140,yes,APPT-5202
CALL-0454,2026-06-14T14:08,Garage Door,ai,yes,97,no,
CALL-0455,2026-06-22T08:13,HVAC,ai,no,99,no,
CALL-0456,2026-05-04T17:46,Garage Door,ai,no,400,yes,APPT-5203
CALL-0457,2026-05-05T10:05,Plumbing,ai,no,260,no,
CALL-0458,2026-05-14T08:42,Plumbing,human,no,451,yes,APPT-5204
CALL-0459,2026-05-03T08:05,Roofing,human,yes,282,no,
CALL-0460,2026-05-30T15:56,Roofing,ai,yes,112,yes,APPT-5205
CALL-0461,2026-06-22T17:49,Plumbing,human,no,49,yes,APPT-5206
CALL-0462,2026-06-04T11:24,Roofing,ai,no,77,yes,APPT-5207
CALL-0463,2026-06-15T17:43,Roofing,ai,no,347,no,
CALL-0464,2026-06-09T09:39,HVAC,ai,no,402,no,
CALL-0465,2026-06-26T15:04,Roofing,ai,no,479,no,
CALL-0466,2026-05-05T17:41,Garage Door,ai,no,154,no,
CALL-0467,2026-05-07T14:04,Plumbing,ai,no,326,no,
CALL-0468,2026-06-26T08:53,Plumbing,human,no,72,no,
CALL-0469,2026-06-28T12:47,Plumbing,ai,yes,397,yes,APPT-5208
CALL-0470,2026-05-05T13:07,Plumbing,ai,no,360,yes,APPT-5209
CALL-0471,2026-05-28T12:33,Roofing,ai,no,433,no,
CALL-0472,2026-05-05T08:12,Roofing,ai,no,71,no,
CALL-0473,2026-06-13T10:26,HVAC,ai,yes,213,no,
CALL-0474,2026-06-22T07:54,Electrical,human,yes,236,no,
CALL-0475,2026-05-22T10:31,HVAC,ai,no,116,yes,APPT-5210
CALL-0476,2026-05-10T18:01,Plumbing,ai,yes,185,no,
CALL-0477,2026-05-18T13:50,HVAC,human,no,58,yes,APPT-5211
CALL-0478,2026-05-21T07:53,Plumbing,ai,yes,429,yes,APPT-5212
CALL-0479,2026-05-03T11:29,Electrical,ai,yes,302,no,
CALL-0480,2026-06-23T17:41,Roofing,ai,no,240,no,
CALL-0481,2026-06-02T13:12,Plumbing,ai,no,128,yes,APPT-5213
CALL-0482,2026-05-17T12:25,HVAC,ai,yes,306,no,
CALL-0483,2026-06-15T14:42,Roofing,ai,no,231,no,
CALL-0484,2026-06-09T13:20,Plumbing,ai,no,230,no,
CALL-0485,2026-05-12T13:35,Roofing,ai,no,425,yes,APPT-5214
CALL-0486,2026-06-11T14:23,HVAC,ai,no,273,no,
CALL-0487,2026-06-23T08:51,Garage Door,human,no,260,no,
CALL-0488,2026-06-17T09:26,HVAC,ai,no,102,no,
CALL-0489,2026-05-25T16:20,Plumbing,ai,no,169,yes,APPT-5215
CALL-0490,2026-06-08T13:28,Electrical,ai,no,159,no,
CALL-0491,2026-06-18T09:02,Roofing,human,no,128,no,
CALL-0492,2026-05-05T09:38,HVAC,ai,no,468,yes,APPT-5216
CALL-0493,2026-06-01T16:13,HVAC,ai,no,480,yes,APPT-5217
CALL-0494,2026-06-11T11:51,Roofing,ai,no,243,yes,APPT-5218
CALL-0495,2026-06-27T15:24,Roofing,ai,yes,104,yes,APPT-5219
CALL-0496,2026-05-31T10:45,Electrical,ai,yes,248,yes,APPT-5220
CALL-0497,2026-05-26T15:00,Roofing,ai,no,65,no,
CALL-0498,2026-06-08T14:12,Garage Door,ai,no,416,yes,APPT-5221
CALL-0499,2026-05-21T12:24,Roofing,ai,no,57,no,
CALL-0500,2026-05-27T16:58,Garage Door,ai,no,98,no,
CALL-0501,2026-05-15T04:39,Garage Door,ai,yes,418,no,
CALL-0502,2026-06-27T13:37,Electrical,ai,yes,219,no,
CALL-0503,2026-05-22T14:27,Plumbing,ai,no,48,no,
CALL-0504,2026-06-05T16:08,Plumbing,ai,no,164,no,
CALL-0505,2026-05-28T15:32,Roofing,ai,no,285,no,
CALL-0506,2026-05-22T08:51,Garage Door,ai,no,117,no,
CALL-0507,2026-05-11T21:59,Electrical,ai,yes,174,yes,APPT-5222
CALL-0508,2026-06-05T18:20,Electrical,ai,yes,328,yes,APPT-5223
CALL-0509,2026-06-17T15:21,HVAC,ai,no,86,no,
CALL-0510,2026-05-15T12:41,Roofing,ai,no,102,no,
CALL-0511,2026-06-24T10:29,Plumbing,ai,no,309,no,
CALL-0512,2026-06-09T01:34,Garage Door,ai,yes,318,no,
CALL-0513,2026-05-30T12:13,Plumbing,human,yes,439,yes,APPT-5224
CALL-0514,2026-05-01T12:08,Plumbing,ai,no,257,yes,APPT-5225
CALL-0515,2026-06-21T21:10,Electrical,ai,yes,159,yes,APPT-5226
CALL-0516,2026-06-14T14:33,Roofing,ai,yes,236,no,
CALL-0517,2026-06-01T11:44,Garage Door,ai,no,322,no,
CALL-0518,2026-06-15T11:38,Electrical,ai,no,134,yes,APPT-5227
CALL-0519,2026-06-20T15:40,Garage Door,ai,yes,117,no,
CALL-0520,2026-05-25T12:30,Garage Door,ai,no,343,yes,APPT-5228
CALL-0521,2026-05-09T13:52,Roofing,ai,yes,255,no,
CALL-0522,2026-05-04T13:59,Plumbing,ai,no,194,no,
CALL-0523,2026-06-05T09:07,Roofing,ai,no,439,yes,APPT-5229
CALL-0524,2026-06-25T16:20,HVAC,ai,no,335,no,
CALL-0525,2026-05-19T17:26,Roofing,ai,no,344,no,
CALL-0526,2026-06-07T08:59,Garage Door,ai,yes,193,yes,APPT-5230
CALL-0527,2026-06-05T11:28,Plumbing,ai,no,438,no,
CALL-0528,2026-05-20T12:22,HVAC,ai,no,366,yes,APPT-5231
CALL-0529,2026-06-12T18:40,Plumbing,ai,yes,384,yes,APPT-5232
CALL-0530,2026-05-18T10:34,HVAC,ai,no,170,yes,APPT-5233
CALL-0531,2026-05-18T01:52,Electrical,ai,yes,69,yes,APPT-5234
CALL-0532,2026-06-11T17:34,Plumbing,ai,no,197,yes,APPT-5235
CALL-0533,2026-06-29T10:52,Garage Door,ai,no,153,yes,APPT-5236
CALL-0534,2026-06-17T17:18,Electrical,ai,no,257,no,
CALL-0535,2026-06-22T11:00,Electrical,ai,no,179,no,
CALL-0536,2026-06-03T21:51,Garage Door,ai,yes,323,yes,APPT-5237
CALL-0537,2026-06-01T16:48,HVAC,ai,no,478,no,
CALL-0538,2026-06-06T21:53,Roofing,ai,yes,193,yes,APPT-5238
CALL-0539,2026-05-29T09:09,HVAC,ai,no,108,yes,APPT-5239
CALL-0540,2026-06-02T14:14,Electrical,ai,no,415,no,
CALL-0541,2026-05-05T12:43,HVAC,human,no,433,yes,APPT-5240
CALL-0542,2026-06-20T09:52,HVAC,ai,yes,362,yes,APPT-5241
CALL-0543,2026-06-11T13:20,Garage Door,ai,no,455,no,
CALL-0544,2026-06-26T07:31,Roofing,ai,yes,413,yes,APPT-5242
CALL-0545,2026-05-22T12:36,Electrical,human,no,60,yes,APPT-5243
CALL-0546,2026-05-03T01:51,Garage Door,human,yes,407,yes,APPT-5244
CALL-0547,2026-06-02T10:10,Electrical,ai,no,300,yes,APPT-5245
CALL-0548,2026-06-17T17:27,Roofing,ai,no,310,yes,APPT-5246
CALL-0549,2026-06-08T12:09,HVAC,ai,no,433,no,
CALL-0550,2026-06-12T20:58,Electrical,ai,yes,347,yes,APPT-5247
CALL-0551,2026-06-05T16:58,Garage Door,ai,no,227,no,
CALL-0552,2026-05-29T10:39,Garage Door,human,no,113,no,
CALL-0553,2026-05-23T08:00,Electrical,ai,yes,415,no,
CALL-0554,2026-06-23T18:10,Plumbing,ai,yes,51,no,
CALL-0555,2026-06-14T10:53,Plumbing,human,yes,57,no,
CALL-0556,2026-06-22T07:12,Roofing,ai,yes,263,no,
CALL-0557,2026-06-19T10:18,Plumbing,ai,no,351,yes,APPT-5248
CALL-0558,2026-06-14T12:07,Garage Door,ai,yes,317,no,
CALL-0559,2026-05-08T13:41,Plumbing,ai,no,126,yes,APPT-5249
CALL-0560,2026-06-20T10:28,Roofing,human,yes,348,yes,APPT-5250
CALL-0561,2026-05-13T18:51,Plumbing,human,yes,245,yes,APPT-5251
CALL-0562,2026-06-21T16:12,Electrical,ai,yes,383,yes,APPT-5252
CALL-0563,2026-06-21T23:46,HVAC,ai,yes,188,no,
CALL-0564,2026-06-29T07:07,Electrical,ai,yes,275,no,
CALL-0565,2026-06-03T08:50,Garage Door,ai,no,131,yes,APPT-5253
CALL-0566,2026-05-23T12:02,Plumbing,ai,yes,276,no,
CALL-0567,2026-05-25T16:16,Roofing,ai,no,235,yes,APPT-5254
CALL-0568,2026-05-29T16:43,Roofing,ai,no,412,no,
CALL-0569,2026-06-14T14:11,Roofing,ai,yes,188,no,
CALL-0570,2026-06-12T14:27,Roofing,ai,no,124,no,
CALL-0571,2026-06-22T08:19,Plumbing,ai,no,381,yes,APPT-5255
CALL-0572,2026-06-28T12:35,Roofing,ai,yes,171,no,
CALL-0573,2026-05-29T10:11,HVAC,ai,no,95,no,
CALL-0574,2026-05-25T10:39,Electrical,ai,no,393,yes,APPT-5256
CALL-0575,2026-06-29T18:15,Electrical,ai,yes,196,yes,APPT-5257
CALL-0576,2026-05-09T09:13,Plumbing,human,yes,162,no,
CALL-0577,2026-05-16T12:40,Roofing,ai,yes,116,no,
CALL-0578,2026-05-21T09:22,HVAC,ai,no,413,no,
CALL-0579,2026-05-29T11:26,Electrical,ai,no,403,no,
CALL-0580,2026-06-10T06:42,Garage Door,human,yes,393,yes,APPT-5258
CALL-0581,2026-05-05T10:09,Plumbing,ai,no,224,yes,APPT-5259
CALL-0582,2026-05-16T15:00,HVAC,ai,yes,443,no,
CALL-0583,2026-06-09T08:06,Electrical,ai,no,251,no,
CALL-0584,2026-06-19T17:40,Electrical,ai,no,108,yes,APPT-5260
CALL-0585,2026-06-23T15:26,HVAC,ai,no,214,no,
CALL-0586,2026-05-01T23:42,Plumbing,ai,yes,124,yes,APPT-5261
CALL-0587,2026-06-14T08:38,Roofing,ai,yes,329,yes,APPT-5262
CALL-0588,2026-06-02T11:36,Roofing,ai,no,425,no,
CALL-0589,2026-05-14T08:03,Roofing,ai,no,194,no,
CALL-0590,2026-06-29T14:18,HVAC,ai,no,370,yes,APPT-5263
CALL-0591,2026-05-30T13:06,Roofing,human,yes,385,no,
CALL-0592,2026-06-12T13:25,Electrical,ai,no,407,yes,APPT-5264
CALL-0593,2026-06-07T15:25,Roofing,ai,yes,245,yes,APPT-5265
CALL-0594,2026-05-27T10:58,Electrical,ai,no,416,no,
CALL-0595,2026-06-26T12:08,Plumbing,ai,no,451,no,
CALL-0596,2026-05-24T14:22,Garage Door,ai,yes,147,yes,APPT-5266
CALL-0597,2026-05-06T16:54,Electrical,ai,no,449,no,
CALL-0598,2026-06-25T12:58,Garage Door,ai,no,453,yes,APPT-5267
CALL-0599,2026-06-14T09:25,HVAC,human,yes,456,no,
CALL-0600,2026-05-28T08:53,HVAC,ai,no,384,yes,APPT-5268
CALL-0601,2026-06-28T09:03,Electrical,human,yes,347,no,
CALL-0602,2026-06-08T11:01,Electrical,ai,no,243,yes,APPT-5269
CALL-0603,2026-06-02T14:53,Roofing,human,no,138,yes,APPT-5270
CALL-0604,2026-05-04T13:44,Garage Door,ai,no,457,no,
CALL-0605,2026-05-22T15:59,Roofing,human,no,171,yes,APPT-5271
CALL-0606,2026-06-27T10:23,Roofing,ai,yes,306,yes,APPT-5272
CALL-0607,2026-06-06T15:24,Garage Door,ai,yes,432,yes,APPT-5273
CALL-0608,2026-06-20T20:46,Electrical,human,yes,434,yes,APPT-5274
CALL-0609,2026-05-02T08:31,HVAC,ai,yes,384,no,
CALL-0610,2026-06-21T07:16,Roofing,ai,yes,162,yes,APPT-5275
CALL-0611,2026-05-29T13:56,HVAC,ai,no,66,no,
CALL-0612,2026-05-26T13:04,Electrical,human,no,429,yes,APPT-5276
CALL-0613,2026-05-01T14:05,HVAC,ai,no,423,yes,APPT-5277
CALL-0614,2026-05-11T12:33,HVAC,human,no,45,no,
CALL-0615,2026-06-21T09:46,HVAC,ai,yes,333,no,
CALL-0616,2026-06-04T10:33,Garage Door,ai,no,164,no,
CALL-0617,2026-05-27T10:50,Roofing,ai,no,131,yes,APPT-5278
CALL-0618,2026-06-15T14:32,HVAC,human,no,210,yes,APPT-5279
CALL-0619,2026-05-29T20:26,Garage Door,ai,yes,247,no,
CALL-0620,2026-05-18T09:46,Roofing,ai,no,72,yes,APPT-5280
CALL-0621,2026-06-01T12:00,Electrical,ai,no,443,no,
CALL-0622,2026-06-24T12:22,HVAC,ai,no,194,yes,APPT-5281
CALL-0623,2026-05-19T11:44,Roofing,ai,no,147,yes,APPT-5282
CALL-0624,2026-05-05T01:56,Roofing,ai,yes,296,no,
CALL-0625,2026-05-23T15:41,Garage Door,ai,yes,275,yes,APPT-5283
CALL-0626,2026-06-01T22:22,HVAC,ai,yes,97,no,
CALL-0627,2026-05-15T15:13,Roofing,ai,no,399,no,
CALL-0628,2026-06-05T08:38,Garage Door,ai,no,201,no,
CALL-0629,2026-06-21T16:56,Plumbing,ai,yes,163,no,
CALL-0630,2026-06-12T15:22,Electrical,ai,no,444,no,
CALL-0631,2026-06-10T14:07,Roofing,ai,no,425,no,
CALL-0632,2026-05-06T00:33,Roofing,ai,yes,249,no,
CALL-0633,2026-05-21T10:57,Electrical,human,no,182,yes,APPT-5284
CALL-0634,2026-06-28T16:02,Electrical,ai,yes,263,yes,APPT-5285
CALL-0635,2026-05-09T22:06,Roofing,ai,yes,264,no,
CALL-0636,2026-05-14T10:46,Roofing,ai,no,115,yes,APPT-5286
CALL-0637,2026-06-14T11:53,Garage Door,ai,yes,337,yes,APPT-5287
CALL-0638,2026-06-09T11:14,Garage Door,ai,no,132,yes,APPT-5288
CALL-0639,2026-05-29T13:54,Plumbing,ai,no,177,no,
CALL-0640,2026-06-11T08:40,Garage Door,ai,no,277,yes,APPT-5289
CALL-0641,2026-05-13T11:28,Roofing,human,no,247,no,
CALL-0642,2026-05-07T07:18,HVAC,ai,yes,259,no,
CALL-0643,2026-05-28T10:40,Roofing,ai,no,162,yes,APPT-5290
CALL-0644,2026-06-04T11:56,Plumbing,ai,no,398,yes,APPT-5291
CALL-0645,2026-06-13T22:55,Roofing,ai,yes,145,no,
CALL-0646,2026-05-12T19:23,Plumbing,ai,yes,406,no,
CALL-0647,2026-06-01T10:49,Roofing,ai,no,311,no,
CALL-0648,2026-05-27T07:27,HVAC,ai,yes,197,yes,APPT-5292
CALL-0649,2026-06-21T18:35,Roofing,ai,yes,142,yes,APPT-5293
CALL-0650,2026-06-22T17:11,Electrical,ai,no,379,yes,APPT-5294
CALL-0651,2026-05-27T13:47,HVAC,ai,no,207,yes,APPT-5295
CALL-0652,2026-05-29T09:52,Garage Door,ai,no,251,no,
CALL-0653,2026-06-11T10:47,Garage Door,ai,no,353,no,
CALL-0654,2026-06-07T14:11,HVAC,ai,yes,102,yes,APPT-5296
CALL-0655,2026-05-04T13:19,Garage Door,ai,no,453,yes,APPT-5297
CALL-0656,2026-06-12T20:32,Garage Door,ai,yes,291,no,
CALL-0657,2026-06-17T11:38,Garage Door,ai,no,110,no,
CALL-0658,2026-05-26T10:19,HVAC,ai,no,355,yes,APPT-5298
CALL-0659,2026-06-20T17:36,HVAC,ai,yes,206,no,
CALL-0660,2026-05-27T06:29,Electrical,ai,yes,85,yes,APPT-5299
CALL-0661,2026-05-23T13:01,Plumbing,ai,yes,125,yes,APPT-5300
CALL-0662,2026-06-07T09:04,Plumbing,ai,yes,74,no,
CALL-0663,2026-06-01T08:49,HVAC,ai,no,476,yes,APPT-5301
CALL-0664,2026-06-21T10:11,Electrical,ai,yes,174,yes,APPT-5302
CALL-0665,2026-06-04T08:49,Electrical,ai,no,288,no,
CALL-0666,2026-06-20T11:39,Plumbing,ai,yes,302,no,
CALL-0667,2026-05-07T17:41,Electrical,ai,no,161,no,
CALL-0668,2026-05-27T00:51,Electrical,ai,yes,450,no,
CALL-0669,2026-05-23T11:00,HVAC,ai,yes,135,yes,APPT-5303
CALL-0670,2026-06-26T08:04,Electrical,ai,no,264,yes,APPT-5304
CALL-0671,2026-06-13T08:48,Plumbing,human,yes,341,no,
CALL-0672,2026-06-11T14:43,Electrical,ai,no,306,no,
CALL-0673,2026-05-16T10:50,Roofing,human,yes,189,no,
CALL-0674,2026-06-21T14:55,Electrical,ai,yes,250,yes,APPT-5305
CALL-0675,2026-06-27T09:51,Electrical,human,yes,456,yes,APPT-5306
CALL-0676,2026-05-03T01:10,Roofing,ai,yes,395,no,
CALL-0677,2026-05-31T16:47,Electrical,ai,yes,121,no,
CALL-0678,2026-05-05T14:48,HVAC,ai,no,436,no,
CALL-0679,2026-05-14T17:05,HVAC,ai,no,272,yes,APPT-5307
CALL-0680,2026-05-05T14:10,HVAC,ai,no,364,yes,APPT-5308
CALL-0681,2026-06-29T14:44,Plumbing,ai,no,375,yes,APPT-5309
CALL-0682,2026-06-26T10:30,Electrical,ai,no,380,no,
CALL-0683,2026-05-09T10:13,Electrical,human,yes,285,yes,APPT-5310
CALL-0684,2026-06-18T14:56,Plumbing,ai,no,245,yes,APPT-5311
CALL-0685,2026-06-11T14:02,Roofing,ai,no,445,no,
CALL-0686,2026-06-23T11:33,HVAC,ai,no,326,no,
CALL-0687,2026-06-22T19:57,Roofing,ai,yes,244,yes,APPT-5312
CALL-0688,2026-06-21T09:06,Electrical,ai,yes,364,yes,APPT-5313
CALL-0689,2026-05-22T10:33,Roofing,ai,no,301,no,
CALL-0690,2026-05-16T13:38,HVAC,ai,yes,61,no,
CALL-0691,2026-05-08T17:51,Electrical,human,no,458,no,
CALL-0692,2026-05-26T17:29,Electrical,ai,no,129,no,
CALL-0693,2026-06-29T10:24,Electrical,ai,no,59,no,
CALL-0694,2026-05-26T14:23,Plumbing,ai,no,268,yes,APPT-5314
CALL-0695,2026-05-20T11:56,Roofing,ai,no,378,yes,APPT-5315
CALL-0696,2026-06-01T15:23,Plumbing,ai,no,285,yes,APPT-5316
CALL-0697,2026-06-25T21:49,HVAC,ai,yes,243,no,
CALL-0698,2026-06-12T02:39,Garage Door,ai,yes,123,no,
CALL-0699,2026-05-12T15:52,Plumbing,ai,no,406,yes,APPT-5317
CALL-0700,2026-05-13T16:21,Plumbing,ai,no,321,yes,APPT-5318
CALL-0701,2026-05-15T08:22,HVAC,ai,no,79,yes,APPT-5319
CALL-0702,2026-06-17T10:17,Plumbing,ai,no,45,no,
CALL-0703,2026-06-26T09:14,Garage Door,ai,no,451,yes,APPT-5320
CALL-0704,2026-05-27T14:35,Electrical,ai,no,109,yes,APPT-5321
CALL-0705,2026-05-09T16:03,HVAC,ai,yes,370,yes,APPT-5322
CALL-0706,2026-06-28T12:10,Plumbing,human,yes,262,no,
CALL-0707,2026-06-25T14:41,Garage Door,human,no,192,no,
CALL-0708,2026-05-20T13:44,HVAC,ai,no,396,yes,APPT-5323
CALL-0709,2026-05-24T12:40,Electrical,ai,yes,392,no,
CALL-0710,2026-06-05T02:21,Roofing,ai,yes,240,no,
CALL-0711,2026-06-28T13:15,Garage Door,ai,yes,328,no,
CALL-0712,2026-05-05T14:55,HVAC,ai,no,65,no,
CALL-0713,2026-05-23T08:16,Roofing,ai,yes,283,yes,APPT-5324
CALL-0714,2026-05-15T22:50,Plumbing,ai,yes,186,yes,APPT-5325
CALL-0715,2026-05-11T14:40,Garage Door,ai,no,306,yes,APPT-5326
CALL-0716,2026-05-12T09:52,Roofing,human,no,263,yes,APPT-5327
CALL-0717,2026-06-02T10:00,HVAC,ai,no,238,yes,APPT-5328
CALL-0718,2026-05-15T16:57,Electrical,ai,no,348,yes,APPT-5329
CALL-0719,2026-05-26T12:21,HVAC,ai,no,399,no,
CALL-0720,2026-05-10T20:34,Roofing,human,yes,432,yes,APPT-5330
CALL-0721,2026-06-29T17:42,Electrical,ai,no,222,no,
CALL-0722,2026-06-01T10:22,Plumbing,ai,no,97,no,
CALL-0723,2026-05-31T12:57,Garage Door,ai,yes,347,no,
CALL-0724,2026-05-29T07:20,HVAC,ai,yes,103,no,
CALL-0725,2026-05-25T09:00,Plumbing,human,no,382,yes,APPT-5331
CALL-0726,2026-06-26T14:02,Plumbing,human,no,380,yes,APPT-5332
CALL-0727,2026-05-16T19:35,Plumbing,ai,yes,466,yes,APPT-5333
CALL-0728,2026-05-15T09:41,Plumbing,ai,no,308,no,
CALL-0729,2026-05-29T01:15,Plumbing,ai,yes,419,no,
CALL-0730,2026-06-03T14:40,HVAC,ai,no,430,no,
CALL-0731,2026-05-02T09:38,HVAC,human,yes,215,yes,APPT-5334
CALL-0732,2026-05-25T09:47,Electrical,ai,no,274,no,
CALL-0733,2026-06-07T07:34,Electrical,ai,yes,412,no,
CALL-0734,2026-06-07T09:23,Garage Door,ai,yes,391,yes,APPT-5335
CALL-0735,2026-06-22T13:55,Roofing,ai,no,214,yes,APPT-5336
CALL-0736,2026-06-29T15:54,Plumbing,ai,no,261,yes,APPT-5337
CALL-0737,2026-06-12T20:12,Plumbing,ai,yes,150,no,
CALL-0738,2026-05-26T16:38,Garage Door,ai,no,60,no,
CALL-0739,2026-05-30T09:18,Roofing,ai,yes,60,yes,APPT-5338
CALL-0740,2026-06-28T07:05,Plumbing,ai,yes,475,yes,APPT-5339
CALL-0741,2026-05-09T08:01,Roofing,ai,yes,441,yes,APPT-5340
CALL-0742,2026-05-30T12:46,Garage Door,ai,yes,308,yes,APPT-5341
CALL-0743,2026-06-16T18:06,Garage Door,human,yes,463,yes,APPT-5342
CALL-0744,2026-05-18T08:07,Electrical,ai,no,163,no,
CALL-0745,2026-06-24T14:03,Roofing,ai,no,457,yes,APPT-5343
CALL-0746,2026-05-13T08:01,Roofing,human,no,325,yes,APPT-5344
CALL-0747,2026-05-26T09:13,Plumbing,ai,no,350,no,
CALL-0748,2026-06-16T22:28,Electrical,ai,yes,246,yes,APPT-5345
CALL-0749,2026-06-23T16:46,Roofing,ai,no,431,yes,APPT-5346
CALL-0750,2026-06-24T17:54,HVAC,human,no,395,yes,APPT-5347
CALL-0751,2026-05-16T11:02,Roofing,human,yes,156,no,
CALL-0752,2026-05-23T17:51,Electrical,ai,yes,216,yes,APPT-5348
CALL-0753,2026-06-18T18:22,HVAC,ai,yes,460,no,
CALL-0754,2026-05-02T13:45,Electrical,ai,yes,150,yes,APPT-5349
